College Name,City
Seth Vishambhar Nath Institute of Engineering and Technology,Barabanki
Seshachala Institute of Technology,Puttur
SECT Group of Institutes,Patiala
Shanti Niketan College of Engineering,Hisar
SCOPE College of Engineering,Bhopal
SCAD Engineering College,Tirunelveli
SBM College of Engineering and Technology,Dindigul
Savitribai Phule Women's Engineering College,Aurangabad
Savera Educational Trust Group of Institutions,Gurgaon
AVNIET Hyderabad - AVN Institute of Engineering and Technology,Hyderabad
Aurora's Scientific and Technological Institute,Ghatkesar
Faculty of Engineering and Technology Atmiya University,Rajkot
Astral Institute of Technology and Research,Indore
Asifia College of Engineering and Technology,Hyderabad
Asian Institute of Management and Technology,Yamuna Nagar
Asia Pacific Institute of Information Technology,Panipat
Aryan Institute of Technology,Ghaziabad
Aryabhatt College of Engineering and Technology,Baghpat
Aryabhata Institute of Technology and Science,Ranga Reddy
Arya College Jaipur - Arya College of Engineering and Research Centre,Jaipur
Arvindaksha Educational Society's Group of Institutions,Nalgonda
Arvind Gavali College of Engineering,Satara
ARM College of Engineering and Technology,Chennai
Arkay College of Engineering and Technology,Nizamabad
Arjun College of Technology and Sciences,Hayathnagar
Archana College of Engineering,Alappuzha
Apollo Priyadarshanam Institute of Technology,Kancheepuram
Apex Institute of Technology,Rampur
Ansal Technical Campus,Lucknow
ACE Salem - Annapoorana Engineering College,Salem
AIKTC Navi Mumbai - Anjuman-I-Islam's Kalsekar Technical Campus,Navi Mumbai
Angel College of Engineering and Technology,Tirupur
AITM Belgaum - Angadi Institute of Technology and Management,Belgavi
Anasuya Devi Institution of Technology and Sciences,Nalgonda
Amrita Sai Institute of Science and Technology,Krishna
Amardeep College of Engineering and Management,Firozabad
Amal Jyothi College of Engineering,Kottayam
Alpine College of Engineering,Greater Noida
Alpha College of Engineering and Technology,Kalol
Alpha College of Engineering,Bangalore
ACET Aligarh - Aligarh College of Engineering and Technology,Aligarh
Al-Habeeb College of Engineering and Technology,Hyderabad
Al Azhar College of Engineering and Technology,Idukki
Akshaya Institute of Technology,Tumkur
Akshaya College of Engineering and Technology,Coimbatore
Akshaya Bharathi Institute of Technology,Hyderabad
Aizza College of Engineering and Technology,Adilabad
Aishwarya College of Engineering and Technology,Erode
AISECT Institute of Science and Technology,Bhopal
Agnos College of Technology,Bhopal
Adusumalli Vijaya College of Engineering and Research Centre,Nalgonda
Adsul's Technical Campus,Ahmednagar
Adithya Institute of Technology,Coimbatore
Adhi College of Engineering and Technology,Kancheepuram
Adesh Institute of Engineering and Technology,Faridkot
ACME College of Engineering,Ghaziabad
Achutha Institute of Technology,Chikkaballapur
ABESIT Ghaziabad - ABES Institute of Technology,Ghaziabad
Aarushi Group of Institutions,Warangal
Satyasai Engineering College,Balasore
SITAM Vizianagaram - Satya Institute of Technology and Management,Vizianagaram
SITE - Sasi Institute of Technology and Engineering,Tadepalligudem
Sarvottam Institute of Technology and Management,Greater Noida
SCET Surat - Sarvajanik College of Engineering and Technology,Surat
Sardar Raja College of Engineering,Tirunelveli
Saraswati College of Engineering,Navi Mumbai
Saranathan College of Engineering,Tiruchirappalli
Saraf Institute of Engineering and Technology,Hanumangarh
Sarabhai Institute of Science and Technology,Thiruvananthapuram
SREC Kurnool - Santhiram Engineering College,Kurnool
Sanjay Institute of Engineering and Management,Mathura
Sanjay Education Society's College of Engineering,Dhule
SIMS Indore - Sanghvi Institute of Management and Science,Indore
Institute of Engineering and Industrial Technology,Durgapur
SAMS College of Engineering and Technology,Chennai
S.A.T.I. Vidisha - Samrat Ashok Technological Institute,Vidisha
Samanta Chandra Sekhar Institute of Technology Management,Semiliguda
Sal Institute of Technology and Engineering Research,Ahmedabad
Sai Sakthi Engineering College,Chittoor
Sahrdaya College of Engineering and Technology,Thrissur
Sagar Institute of Technology and Management,Barabanki
Sagar Institute of Science Technology and Research,Bhopal
Brainware Group of Institutions,Kolkata
S Veerasamy Chettiar College of Engineering and Technology,Tirunelveli
SRI College of Engineering and Technology,Tiruvannamalai
SJ College Engineering and Technology,Dausa
Elenki Institute of Engineering and Technology,Medak
SKN Sinhgad College of Engineering,Korti
SJM Institute of Technology,Chitradurga
RVS College of Engineering and Technology,Karaikal
RSR Rungta College of Engineering and Technology,Raipur
Roland Institute of Technology,Berhampur
Roever College of Engineering and Technology,Perambalur
Rishiraj Institute of Technology,Indore
Rishi Chadha Vishvas Girls Institute of Technology,Ghaziabad
RIMT Institute of Engineering and Technology,Gobindgarh
RIMT- Maharaja Aggrasen Engineering College,Fatehgarh Sahib
Rewa Institute of Technology,Rewa
Reva Institute of Technology and Management,Bangalore
RERF Kolkata - Regent Education and Research Foundation Group of Institutions,South 24 Parganas
Rayat and Bahra Institute of Engineering and Biotechnology,Mohali
Rawal Institute of Engineering and Technology,Faridabad
Rathinam Technical Campus Institute of Technology,Coimbatore
Rao Bahadur Y Mahabaleshwarappa Engineering College,Bellary
Ramanand Institute of Pharmacy Management and Technology,Haridwar
Rama Institute of Engineering and Technology,Kanpur
Rajiv Gandhi Institute of Technology,Bangalore
Rajeev Institute of Technology,Hassan
Rajdhani Engineering College,Jaipur
Rajasthan Engineering College,Dausa
RCEW Jaipur - Rajasthan College of Engineering for Women,Jaipur
Rajarajeswari College of Engineering,Bangalore
RSET Kochi - Rajagiri School of Engineering and Technology,Kochi
Raj Kumar Goel Institute of Technology and Management,Ghaziabad
Raj Engineering College,Jodhpur
Rahul Institute of Engineering and Technology,Behrampur
Radiant Institute of Engineering and Technology,Abohar
Radharaman Institute of Technology and Science,Bhopal
Radharaman Engineering College,Bhopal
RVS School of Engineering and Technology,Dindigul
RVR and JC College of Engineering,Guntur
RL Jalappa Institute of Technology,Bangalore
QIS Institute of Technology,Ongole
Pydah College of Engineering,Kakinada
Punjab Institute of Engineering and Applied Research,Mohali
PRS College of Engineering and Technology,Thiruvananthapuram
Priyatam Institute of Technology and Management,Indore
Priyadarshini Institute of Technology and Science for Women,Tenali
Priyadarshini Institute of Technology,Tirupati
PCET Nellore - Priyadarshini College of Engineering and Technology,Nellore
Prime College of Engineering,Palakkad
KCMT Campus 2 Prem Prakash Gupta Institute of Engineering,Bareilly
Praveenya Institute of Marine Engineering and Maritime Studies,Vizianagaram
Prasad Institute of Technology,Jaunpur
Prasad Engineering College,Warangal
PEC Kanpur - Prabhat Engineering College,Kanpur
Poojya Sane Guruji Vidya Prasarak Mandal's DN Patel College of Engineering,Nandurbar
Podhigai College of Engineering and Technology,Tirupattur
Pink City Engineering College and Research Centre,Jaipur
Patna Sahib Technical Campus,Vaishali
Pathfinder Engineering College,Warangal
Patel Institute of Technology,Bhopal
PCST Bhopal - Patel College of Science and Technology,Bhopal
Pannaikadu Veerammal Paramasivam College of Engineering and Technology for Women,Dindigul
Pannai College of Engineering and Technology,Sivaganga
Pankajakasthuri College of Engineering and Technology,Thiruvananthapuram
Pandian Saraswathi Yadav Engineering College,Sivagangai
Padmanava College of Engineering,Rourkela
Padmabhushan Vasantdada Patil Pratishthan's College of Engineering,Mumbai
PVPIT Pune - Padmabhooshan Vasantdada Patil Institute of Technology,Pune
Pacific Institute of Technology,Udaipur
Pacific Institute of Engineering,Udaipur
Paavai College of Engineering,Pachal
PTR College of Engineering and Technology,Madurai
PT Lee Chengalvaraya Naicker College of Engineering and Technology,Chennai
PR Engineering College,Thanjavur
P Indra Reddy Memorial Engineering College,Chevella
PR Pote College of Engineering and Management,Amravati
Oxford College of Engineering and Management,Bhubaneswar
St Johns College of Engineering and Technology,Kurnool
SSM Institute of Engineering and Technology,Dindigul
JEPPIAAR SRR Engineering College,Chennai
Sriram Engineering College,Thiruvallur
Srinivasan Engineering College,Perambalur
Srinivasa Institute of Engineering and Technology,Thiruvallur
Srinivasa College of Engineering and Technology,East Godavari
Srinivas Reddy Institute of Technology,Nizamabad
Sridevi Women's Engineering College,Ranga Reddy
Sri Vidya College of Engineering and Technology,Virudhunagar
Sri Venkateswaraa College of Technology,Sriperumbudur
Sri Vatsavai Krishnam Raju College of Engineering and Technology,West Godavari
Sri Vasavi Institute of Engineering and Technology,Pedana
Sri Vasavi Engineering College,Tadepalligudem
Sri Sunflower College of Engineering and Technology,Krishna
Sri Sukhmani Institute of Engineering and Technology,Dera Bassi
Sri Satya Sai College of Engineering,Bhopal
Sri Sarathi Institute of Engineering and Technology,Krishna
Sri Sai Institute of Technology and Science,Rayachoti
Sri Sai Educational Society's Group of Institutions,Kodad
SRIET Coimbatore - Sri Ranganathar Institute of Engineering and Technology,Coimbatore
Sri Ramana Maharishi College of Engineering,Tiruvannamalai
Sri Raaja Raajan College of Engineering and Technology,Sivaganga
Sri Prakash College of Technology,East Godavari
Sri Indu College of Engineering and Technology,Ibrahimpatnam
Sri Chundi Ranganayakulu Engineering College,Guntur
Sri Bharathi Engineering College for Women,Pudukkottai
SBCET Jaipur - Sri Balaji College of Engineering and Technology,Jaipur
Sri Aravindar Engineering College,Villupuram
SRG Engineering College,Namakkal
Sreyas Institute of Engineering and Technology,Hyderabad
Sreepathy Institute of Management and Technology,Palakkad
Sreenivasa Institute of Technology and Management Studies,Chittoor
Sreekavitha Engineering College,Khammam
Sree Vaanmayi Institute of Engineering and Technology,Nalgonda
Sree Sastha College of Engineering,Chennai
Sree Rama Institute of Technology and Science,Khammam
Sree Rama Engineering College,Tirupathi
Sree Ernakulathappan College of Engineering and Management,Thrissur
SRGI Jhansi - SR Group of Institutions,Jhansi
SPMIT Allahabad - SP Memorial Institute Technology,Allahabad
SNS College of Technology,Coimbatore
SRPCE Nagpur - Sanmarg Shikshan Sanstha Smt Radhikatai Pandav College of Engineering,Nagpur
ICEM Pune - Indira College of Engineering and Management,Pune
SMR East Coast College of Engineering and Technology,Thanjavur
SLC's Institute of Engineering and Technology,Hyderabad
SLBS Engineering College,Jodhpur
Skyline Institute of Engineering and Technology,Greater Noida
SKR College of Engineering and Technology,Nellore
SKP Institute of Technology,Tiruvannamalai
Kasireddy Narayan Reddy College of Engineering and Research,Hayathnagar
Karur College of Engineering,Karur
Karavali Institute of Technology,Mangalore
KLM College of Engineering for Women,Kadapa
Kamakshi College of Engineering and Technology,Suryapet
Kalsar College of Engineering,Sriperumbudur
Institute of Technology Marine Engineering,South 24 Parganas
ITM Aligarh - Institute of Technology and Management,Aligarh
Institute of Science and Technology,Klawad
GCE ERODE - Government College of Engineering,Erode
Indur Institute of Engineering and Technology,Siddipet
Indraprastha Institute of Technology,JP Nagar
Indore Institute of Science and Technology-II,Indore
IIST Indore - Indore Institute of Science and Technology,Indore
Indira Priyadarshini College of Engineering and Technology for Women,Kurnool
BIS College of Engineering and Technology,Moga
Birbhum Institute of Engineering and Technology,Birbhum
BEC Bhubaneswar - Bhubaneswar Engineering College,Bhubaneswar
Bhopal Institute of Technology and Management,Bhopal
Bhiwani Institute of Technology and Sciences,Bhiwani
Bhausaheb Mulik College of Engineering,Butibori
Bharati Vidyapeeth's College of Engineering,Lavale
Bharathiyar Institute of Engineering for Women,Salem
Bharat Institute of Technology,Sonipat
BIET Ibrahimpatnam - Bharat Institute of Engineering and Technology,Ibrahimpatnam
Bhajarang Engineering College,Thiruvallur
Bhagwan Parshuram College of Engineering,Sonipat
BMCET Surat - Bhagwan Mahavir College of Engineering and Technology,Surat
BCE Bhagalpur - Bhagalpur College of Engineering,Bhagalpur
BIET Bhadrak - Bhadrak Institute of Engineering and Technology,Bhadrak
Bhabha Institute of Science and Technology,Ramabai Nagar
Bethlahem Institute of Engineering,Kanyakumari
Bengal Institute of Technology,Kolkata
Bells Institute of Management and Technology,Shimla
Bearys Institute of Technology,Mangalore
Basavakalyan Engineering College,Bidar
BIET Davangere - Bapuji Institute of Engineering and Technology,Davangere
BIST Bhopal - Bansal Institute of Science and Technology,Bhopal
